community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Airdrie,Airdrie,2026-06-28 11:00,2.0,3.0,3,3,2026-06-28T17:42:53+00:00,2.0,2026-06-28T17:42:54+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 11:00,2.0,2.0,3,2,2026-06-28T17:42:53+00:00,2.0,2026-06-28T17:42:54+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 11:00,1.0,2.0,3,2,2026-06-28T17:42:53+00:00,1.0,2026-06-28T17:42:54+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 11:00,2.0,2.0,3,2,2026-06-28T17:42:53+00:00,2.0,2026-06-28T17:42:54+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 11:00,2.0,2.0,3,2,2026-06-28T17:42:53+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 12:00,2.0,2.0,3,2,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 12:00,2.0,3.0,3,3,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 12:00,1.0,2.0,2,2,2026-06-28T18:42:39+00:00,1.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 12:00,3.0,3.0,4,3,2026-06-28T18:42:39+00:00,3.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-28 12:00,1.0,2.0,2,2,2026-06-28T18:42:39+00:00,1.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 12:00,2.0,2.0,2,2,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 12:00,2.0,2.0,2,2,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 12:00,2.0,3.0,3,3,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 12:00,2.0,2.0,3,2,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 12:00,1.0,2.0,3,2,2026-06-28T18:42:39+00:00,1.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 12:00,2.0,2.0,3,2,2026-06-28T18:42:39+00:00,2.0,2026-06-28T18:42:40+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 12:00,2.0,2.0,3,2,2026-06-28T18:42:39+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 13:00,2.0,2.0,3,2,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 13:00,2.0,3.0,3,3,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 13:00,2.0,2.0,2,2,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 13:00,3.0,3.0,4,3,2026-06-28T19:47:44+00:00,3.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-28 13:00,1.0,2.0,2,2,2026-06-28T19:47:44+00:00,1.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 13:00,2.0,2.0,2,2,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 13:00,2.0,2.0,2,2,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 13:00,2.0,3.0,3,3,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 13:00,2.0,2.0,3,2,2026-06-28T19:47:44+00:00,2.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 13:00,1.0,2.0,3,2,2026-06-28T19:47:44+00:00,1.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 13:00,1.0,2.0,3,2,2026-06-28T19:47:44+00:00,1.0,2026-06-28T19:47:44+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 13:00,2.0,2.0,3,2,2026-06-28T19:47:44+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 14:00,2.0,2.0,3,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 14:00,2.0,3.0,3,3,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 14:00,2.0,2.0,2,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 14:00,3.0,3.0,4,3,2026-06-28T20:41:27+00:00,3.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-28 14:00,2.0,2.0,2,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 14:00,2.0,2.0,2,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 14:00,2.0,2.0,2,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 14:00,2.0,3.0,3,3,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 14:00,2.0,2.0,3,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 14:00,2.0,2.0,3,2,2026-06-28T20:41:27+00:00,2.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 13:00,1.0,2.0,3,2,2026-06-28T20:41:27+00:00,1.0,2026-06-28T20:41:27+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 14:00,2.0,2.0,3,2,2026-06-28T20:41:27+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 16:00,3.0,2.0,3,2,2026-06-28T22:38:45+00:00,3.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 16:00,2.0,3.0,3,3,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 16:00,2.0,2.0,2,2,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 16:00,3.0,3.0,4,3,2026-06-28T22:38:45+00:00,4.0,2026-06-28T22:38:45+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-28 16:00,2.0,2.0,2,2,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 16:00,1.0,2.0,2,2,2026-06-28T22:38:45+00:00,1.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 16:00,2.0,2.0,2,2,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 16:00,2.0,3.0,3,3,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 16:00,2.0,2.0,3,2,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 16:00,2.0,2.0,3,2,2026-06-28T22:38:45+00:00,2.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 13:00,1.0,2.0,3,2,2026-06-28T22:38:45+00:00,1.0,2026-06-28T22:38:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 16:00,2.0,2.0,3,2,2026-06-28T22:38:45+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 17:00,3.0,,5,2,2026-06-28T23:40:20+00:00,3.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 17:00,2.0,,3,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 17:00,2.0,,3,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 17:00,4.0,,5,4,2026-06-28T23:40:20+00:00,4.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-28 17:00,2.0,,2,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 17:00,1.0,,2,2,2026-06-28T23:40:20+00:00,1.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 17:00,2.0,,3,3,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 17:00,2.0,,3,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 17:00,2.0,,4,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 17:00,2.0,,4,2,2026-06-28T23:40:20+00:00,2.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-28 13:00,1.0,,5,2,2026-06-28T23:40:20+00:00,1.0,2026-06-28T23:40:20+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-28 17:00,2.0,,5,2,2026-06-28T23:40:20+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 20:00,2.0,,5,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-28 20:00,2.0,,3,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 20:00,2.0,,3,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 20:00,5.0,,7,7,2026-06-29T03:27:41+00:00,7.0,2026-06-29T03:27:41+00:00,-2.0,2.0,Significant difference
Grande Prairie,Grande Prairie,2026-06-28 20:00,2.0,,2,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 21:00,3.0,,2,2,2026-06-29T03:27:41+00:00,3.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 20:00,2.0,,3,3,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 20:00,2.0,,3,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 21:00,2.0,,4,2,2026-06-29T03:27:41+00:00,2.0,2026-06-29T03:27:41+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 20:00,2.0,,4,2,2026-06-29T03:27:41+00:00,1.0,2026-06-29T03:27:41+00:00,1.0,1.0,Minor difference
St. Albert,St. Albert,,,,5,2,2026-06-29T03:27:41+00:00,1.0,2026-06-29T03:27:41+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-28 21:00,2.0,,5,2,2026-06-29T03:27:41+00:00,,,,,OK
Edmonton,Edmonton,2026-06-28 22:00,2.0,,5,2,2026-06-29T05:55:32+00:00,3.0,2026-06-29T05:55:33+00:00,-1.0,1.0,Minor difference
Calgary,Calgary,2026-06-28 22:00,2.0,,3,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-28 22:00,2.0,,3,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-28 22:00,5.0,,7,7,2026-06-29T05:55:32+00:00,9.0,2026-06-29T05:55:33+00:00,-4.0,4.0,Major difference
Grande Prairie,Grande Prairie,2026-06-28 22:00,2.0,,2,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-28 22:00,3.0,,2,2,2026-06-29T05:55:32+00:00,3.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-28 22:00,2.0,,3,3,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-28 22:00,2.0,,3,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-28 22:00,2.0,,4,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-28 22:00,1.0,,4,2,2026-06-29T05:55:32+00:00,2.0,2026-06-29T05:55:33+00:00,-1.0,1.0,Minor difference
St. Albert,St. Albert,,,,5,2,2026-06-29T05:55:32+00:00,1.0,2026-06-29T05:55:33+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-28 22:00,2.0,,5,2,2026-06-29T05:55:32+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 01:00,2.0,,5,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 01:00,2.0,,3,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 01:00,2.0,,3,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 01:00,6.0,,7,7,2026-06-29T08:08:40+00:00,10.0,2026-06-29T08:08:40+00:00,-4.0,4.0,Major difference
Grande Prairie,Grande Prairie,2026-06-29 01:00,2.0,,2,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 01:00,3.0,,2,2,2026-06-29T08:08:40+00:00,3.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 01:00,1.0,,3,3,2026-06-29T08:08:40+00:00,1.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 01:00,2.0,,3,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 01:00,2.0,,4,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 01:00,2.0,,4,2,2026-06-29T08:08:40+00:00,2.0,2026-06-29T08:08:40+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,,5,2,2026-06-29T08:08:40+00:00,1.0,2026-06-29T08:08:40+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 01:00,2.0,,5,2,2026-06-29T08:08:40+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 03:00,2.0,,5,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 03:00,3.0,,3,2,2026-06-29T09:55:07+00:00,3.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 02:00,2.0,,3,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 03:00,6.0,,7,7,2026-06-29T09:55:07+00:00,7.0,2026-06-29T09:55:07+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-29 03:00,2.0,,2,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 03:00,2.0,,2,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 03:00,1.0,,3,3,2026-06-29T09:55:07+00:00,1.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 03:00,2.0,,3,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 03:00,2.0,,4,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 03:00,2.0,,4,2,2026-06-29T09:55:07+00:00,2.0,2026-06-29T09:55:07+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,,5,2,2026-06-29T09:55:07+00:00,1.0,2026-06-29T09:55:07+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 03:00,2.0,,5,2,2026-06-29T09:55:07+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 05:00,2.0,,5,2,2026-06-29T11:57:14+00:00,2.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 04:00,3.0,,3,2,2026-06-29T11:57:14+00:00,3.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 05:00,2.0,,3,2,2026-06-29T11:57:14+00:00,2.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 05:00,7.0,,7,7,2026-06-29T11:57:14+00:00,7.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 05:00,2.0,,2,2,2026-06-29T11:57:14+00:00,1.0,2026-06-29T11:57:14+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-06-29 03:00,2.0,,2,2,2026-06-29T11:57:14+00:00,1.0,2026-06-29T11:57:14+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-29 04:00,1.0,,3,3,2026-06-29T11:57:14+00:00,1.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 04:00,2.0,,3,2,2026-06-29T11:57:14+00:00,2.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 05:00,2.0,,4,2,2026-06-29T11:57:14+00:00,2.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 04:00,2.0,,4,2,2026-06-29T11:57:14+00:00,2.0,2026-06-29T11:57:14+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,,5,2,2026-06-29T11:57:14+00:00,1.0,2026-06-29T11:57:14+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 05:00,2.0,,5,2,2026-06-29T11:57:14+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 07:00,2.0,5.0,5,5,2026-06-29T13:48:00+00:00,2.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 07:00,3.0,3.0,5,5,2026-06-29T13:48:00+00:00,3.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 07:00,2.0,5.0,5,5,2026-06-29T13:48:00+00:00,2.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 07:00,7.0,7.0,7,7,2026-06-29T13:48:00+00:00,7.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 07:00,1.0,3.0,4,3,2026-06-29T13:48:00+00:00,1.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 07:00,3.0,3.0,5,4,2026-06-29T13:48:00+00:00,3.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 07:00,1.0,3.0,5,4,2026-06-29T13:48:00+00:00,1.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 07:00,2.0,3.0,5,5,2026-06-29T13:48:00+00:00,2.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 07:00,4.0,6.0,5,6,2026-06-29T13:48:00+00:00,4.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 07:00,3.0,5.0,5,5,2026-06-29T13:48:00+00:00,3.0,2026-06-29T13:48:00+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,5.0,5,5,2026-06-29T13:48:00+00:00,1.0,2026-06-29T13:48:00+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 07:00,2.0,5.0,5,5,2026-06-29T13:48:00+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 08:00,2.0,5.0,5,5,2026-06-29T15:28:54+00:00,2.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 08:00,3.0,3.0,5,5,2026-06-29T15:28:54+00:00,3.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 08:00,2.0,5.0,5,5,2026-06-29T15:28:54+00:00,2.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 08:00,7.0,7.0,7,7,2026-06-29T15:28:54+00:00,7.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 08:00,1.0,3.0,4,3,2026-06-29T15:28:54+00:00,1.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 09:00,3.0,3.0,5,4,2026-06-29T15:28:54+00:00,3.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 08:00,1.0,3.0,5,4,2026-06-29T15:28:54+00:00,1.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 08:00,2.0,3.0,5,5,2026-06-29T15:28:54+00:00,2.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 09:00,6.0,6.0,5,6,2026-06-29T15:28:54+00:00,6.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 08:00,2.0,5.0,5,5,2026-06-29T15:28:54+00:00,2.0,2026-06-29T15:28:54+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,5.0,5,5,2026-06-29T15:28:54+00:00,1.0,2026-06-29T15:28:54+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 09:00,2.0,5.0,5,5,2026-06-29T15:28:54+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 10:00,3.0,5.0,5,5,2026-06-29T17:15:04+00:00,3.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 10:00,3.0,3.0,5,5,2026-06-29T17:15:04+00:00,3.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 10:00,3.0,5.0,5,5,2026-06-29T17:15:04+00:00,3.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 10:00,6.0,7.0,7,7,2026-06-29T17:15:04+00:00,6.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 10:00,1.0,3.0,4,3,2026-06-29T17:15:04+00:00,1.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 10:00,3.0,3.0,5,4,2026-06-29T17:15:04+00:00,3.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 10:00,1.0,3.0,5,4,2026-06-29T17:15:04+00:00,1.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 10:00,2.0,3.0,5,5,2026-06-29T17:15:04+00:00,2.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-29 10:00,5.0,6.0,5,6,2026-06-29T17:15:04+00:00,5.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-29 09:00,2.0,5.0,5,5,2026-06-29T17:15:04+00:00,2.0,2026-06-29T17:15:05+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,5.0,5,5,2026-06-29T17:15:04+00:00,3.0,2026-06-29T17:15:05+00:00,,,OK
Strathcona County,Sherwood Park,2026-06-29 10:00,3.0,5.0,5,5,2026-06-29T17:15:04+00:00,,,,,OK
Edmonton,Edmonton,2026-06-29 11:00,4.0,5.0,5,5,2026-06-29T18:04:57+00:00,4.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-29 11:00,3.0,3.0,5,5,2026-06-29T18:04:57+00:00,3.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-29 11:00,3.0,5.0,5,5,2026-06-29T18:04:57+00:00,3.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-29 11:00,6.0,7.0,7,7,2026-06-29T18:04:57+00:00,6.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-29 11:00,1.0,3.0,4,3,2026-06-29T18:04:57+00:00,1.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-29 11:00,3.0,3.0,5,4,2026-06-29T18:04:57+00:00,3.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-29 11:00,1.0,3.0,5,4,2026-06-29T18:04:57+00:00,1.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-29 11:00,2.0,3.0,5,5,2026-06-29T18:04:57+00:00,2.0,2026-06-29T18:04:57+00:00,0.0,0.0,OK
