community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Strathcona County,Sherwood Park,2026-07-15 11:00,2.0,4.0,4,4,2026-07-15T17:40:30+00:00,,,,,OK
Edmonton,Edmonton,2026-07-15 13:00,3.0,4.0,4,4,2026-07-15T19:38:03+00:00,3.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-15 13:00,3.0,3.0,4,3,2026-07-15T19:38:03+00:00,3.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-15 13:00,2.0,3.0,3,3,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-15 13:00,2.0,2.0,2,2,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-15 13:00,2.0,2.0,2,3,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-15 09:00,2.0,2.0,3,2,2026-07-15T19:38:03+00:00,1.0,2026-07-15T19:38:04+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-15 13:00,2.0,3.0,3,3,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-15 13:00,3.0,3.0,4,3,2026-07-15T19:38:03+00:00,3.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-15 13:00,2.0,3.0,3,3,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-15 13:00,2.0,3.0,3,3,2026-07-15T19:38:03+00:00,2.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-15 13:00,3.0,4.0,4,4,2026-07-15T19:38:03+00:00,3.0,2026-07-15T19:38:04+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-15 13:00,2.0,4.0,4,4,2026-07-15T19:38:03+00:00,,,,,OK
Edmonton,Edmonton,2026-07-15 14:00,3.0,4.0,4,4,2026-07-15T21:16:33+00:00,3.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-15 14:00,3.0,3.0,4,3,2026-07-15T21:16:33+00:00,3.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-15 14:00,2.0,3.0,3,3,2026-07-15T21:16:33+00:00,2.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-15 14:00,2.0,2.0,2,2,2026-07-15T21:16:33+00:00,2.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-15 14:00,2.0,2.0,2,3,2026-07-15T21:16:33+00:00,2.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-15 09:00,2.0,2.0,3,2,2026-07-15T21:16:33+00:00,1.0,2026-07-15T21:16:33+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-15 14:00,2.0,3.0,3,3,2026-07-15T21:16:33+00:00,2.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-15 14:00,3.0,3.0,4,3,2026-07-15T21:16:33+00:00,3.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-15 14:00,2.0,3.0,3,3,2026-07-15T21:16:33+00:00,1.0,2026-07-15T21:16:33+00:00,1.0,1.0,Minor difference
Drayton Valley,Drayton Valley,2026-07-15 14:00,3.0,3.0,3,3,2026-07-15T21:16:33+00:00,3.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-15 14:00,3.0,4.0,4,4,2026-07-15T21:16:33+00:00,3.0,2026-07-15T21:16:33+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-15 14:00,3.0,4.0,4,4,2026-07-15T21:16:33+00:00,,,,,OK
Edmonton,Edmonton,2026-07-15 16:00,4.0,,4,4,2026-07-15T23:13:46+00:00,4.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-15 16:00,3.0,,4,3,2026-07-15T23:13:46+00:00,3.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-15 16:00,3.0,,4,3,2026-07-15T23:13:46+00:00,3.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-15 16:00,2.0,,3,2,2026-07-15T23:13:46+00:00,2.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-15 16:00,2.0,,2,2,2026-07-15T23:13:46+00:00,2.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,,,,3,3,2026-07-15T23:13:46+00:00,1.0,2026-07-15T23:13:46+00:00,,,OK
Medicine Hat,Medicine Hat,2026-07-15 16:00,2.0,,3,3,2026-07-15T23:13:46+00:00,2.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-15 16:00,3.0,,4,3,2026-07-15T23:13:46+00:00,3.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-15 16:00,2.0,,3,3,2026-07-15T23:13:46+00:00,2.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-15 16:00,2.0,,3,3,2026-07-15T23:13:46+00:00,2.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-15 16:00,4.0,,4,4,2026-07-15T23:13:46+00:00,4.0,2026-07-15T23:13:46+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-15 16:00,3.0,,4,4,2026-07-15T23:13:46+00:00,,,,,OK
Edmonton,Edmonton,2026-07-15 17:00,4.0,,4,4,2026-07-16T00:13:07+00:00,4.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-15 17:00,3.0,,4,3,2026-07-16T00:13:07+00:00,3.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-15 17:00,3.0,,4,3,2026-07-16T00:13:07+00:00,3.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-15 17:00,3.0,,3,2,2026-07-16T00:13:07+00:00,2.0,2026-07-16T00:13:07+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-15 17:00,2.0,,2,2,2026-07-16T00:13:07+00:00,2.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,,,,3,3,2026-07-16T00:13:07+00:00,1.0,2026-07-16T00:13:07+00:00,,,OK
Medicine Hat,Medicine Hat,2026-07-15 17:00,2.0,,3,3,2026-07-16T00:13:07+00:00,2.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-15 17:00,3.0,,4,3,2026-07-16T00:13:07+00:00,3.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-15 17:00,2.0,,3,3,2026-07-16T00:13:07+00:00,2.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-15 17:00,2.0,,3,3,2026-07-16T00:13:07+00:00,2.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-15 17:00,4.0,,4,4,2026-07-16T00:13:07+00:00,4.0,2026-07-16T00:13:07+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-15 17:00,3.0,,4,4,2026-07-16T00:13:07+00:00,,,,,OK
Edmonton,Edmonton,2026-07-15 21:00,3.0,,4,4,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-15 21:00,3.0,,4,3,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-15 21:00,2.0,,4,3,2026-07-16T03:42:20+00:00,2.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-15 21:00,3.0,,3,2,2026-07-16T03:42:20+00:00,2.0,2026-07-16T03:42:20+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-15 21:00,2.0,,2,2,2026-07-16T03:42:20+00:00,2.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-15 21:00,3.0,,3,3,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-15 21:00,2.0,,3,3,2026-07-16T03:42:20+00:00,2.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-15 21:00,3.0,,4,3,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-15 21:00,2.0,,3,3,2026-07-16T03:42:20+00:00,2.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-15 21:00,3.0,,3,3,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-15 21:00,3.0,,4,4,2026-07-16T03:42:20+00:00,3.0,2026-07-16T03:42:20+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-15 21:00,3.0,,4,4,2026-07-16T03:42:20+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 00:00,3.0,,4,4,2026-07-16T06:32:39+00:00,3.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-16 00:00,3.0,,4,3,2026-07-16T06:32:39+00:00,3.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 00:00,2.0,,4,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 00:00,2.0,,3,2,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 00:00,2.0,,2,2,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 00:00,2.0,,3,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 00:00,2.0,,3,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 00:00,2.0,,4,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 00:00,2.0,,3,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 00:00,2.0,,3,3,2026-07-16T06:32:39+00:00,2.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 00:00,3.0,,4,4,2026-07-16T06:32:39+00:00,3.0,2026-07-16T06:32:39+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 00:00,3.0,,4,4,2026-07-16T06:32:39+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 02:00,3.0,,4,4,2026-07-16T09:29:52+00:00,3.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-16 02:00,2.0,,4,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 02:00,2.0,,4,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 02:00,2.0,,3,2,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 02:00,2.0,,2,2,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 03:00,2.0,,3,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 02:00,2.0,,3,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 02:00,2.0,,4,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 03:00,2.0,,3,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 02:00,2.0,,3,3,2026-07-16T09:29:52+00:00,2.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 02:00,3.0,,4,4,2026-07-16T09:29:52+00:00,3.0,2026-07-16T09:29:52+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 03:00,2.0,,4,4,2026-07-16T09:29:52+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 05:00,2.0,,4,4,2026-07-16T11:54:53+00:00,,2026-07-16T11:54:53+00:00,,,OK
Calgary,Calgary,2026-07-16 04:00,2.0,,4,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 05:00,2.0,,4,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 05:00,1.0,,3,2,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,-1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-16 05:00,2.0,,2,2,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 03:00,2.0,,3,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 04:00,2.0,,3,3,2026-07-16T11:54:53+00:00,,2026-07-16T11:54:53+00:00,,,OK
Airdrie,Airdrie,2026-07-16 04:00,2.0,,4,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 05:00,1.0,,3,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,-1.0,1.0,Minor difference
Drayton Valley,Drayton Valley,2026-07-16 04:00,2.0,,3,3,2026-07-16T11:54:53+00:00,2.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 04:00,3.0,,4,4,2026-07-16T11:54:53+00:00,3.0,2026-07-16T11:54:53+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 05:00,2.0,,4,4,2026-07-16T11:54:53+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 07:00,3.0,4.0,4,5,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,1.0,1.0,Minor difference
Calgary,Calgary,2026-07-16 07:00,2.0,4.0,3,4,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 07:00,2.0,3.0,2,3,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 07:00,1.0,2.0,2,2,2026-07-16T14:24:59+00:00,1.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 07:00,2.0,2.0,3,2,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 08:00,1.0,3.0,3,3,2026-07-16T14:24:59+00:00,1.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 07:00,1.0,3.0,3,3,2026-07-16T14:24:59+00:00,1.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 07:00,2.0,4.0,3,4,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 08:00,1.0,2.0,3,3,2026-07-16T14:24:59+00:00,1.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 07:00,2.0,3.0,2,3,2026-07-16T14:24:59+00:00,2.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 07:00,3.0,4.0,4,5,2026-07-16T14:24:59+00:00,3.0,2026-07-16T14:24:59+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 08:00,2.0,4.0,4,5,2026-07-16T14:24:59+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 09:00,2.0,4.0,4,5,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-16 09:00,2.0,4.0,3,4,2026-07-16T16:43:23+00:00,3.0,2026-07-16T16:43:23+00:00,-1.0,1.0,Minor difference
Red Deer,Red Deer,2026-07-16 09:00,2.0,3.0,2,3,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 09:00,1.0,2.0,2,2,2026-07-16T16:43:23+00:00,1.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 09:00,2.0,2.0,3,2,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 09:00,1.0,3.0,3,3,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,-1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-16 09:00,1.0,3.0,3,3,2026-07-16T16:43:23+00:00,1.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 09:00,2.0,4.0,3,4,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 09:00,1.0,2.0,3,3,2026-07-16T16:43:23+00:00,1.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 09:00,2.0,3.0,2,3,2026-07-16T16:43:23+00:00,2.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 09:00,3.0,4.0,4,5,2026-07-16T16:43:23+00:00,3.0,2026-07-16T16:43:23+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 09:00,2.0,4.0,4,5,2026-07-16T16:43:23+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 11:00,2.0,4.0,4,5,2026-07-16T18:33:45+00:00,3.0,2026-07-16T18:33:45+00:00,-1.0,1.0,Minor difference
Calgary,Calgary,2026-07-16 11:00,3.0,4.0,3,4,2026-07-16T18:33:45+00:00,3.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 10:00,2.0,3.0,2,3,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 11:00,2.0,2.0,2,2,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 11:00,2.0,2.0,3,2,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 12:00,2.0,3.0,3,3,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 11:00,2.0,3.0,3,3,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 11:00,2.0,4.0,3,4,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 12:00,2.0,2.0,3,3,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 11:00,2.0,3.0,2,3,2026-07-16T18:33:45+00:00,2.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 11:00,3.0,4.0,4,5,2026-07-16T18:33:45+00:00,3.0,2026-07-16T18:33:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 12:00,3.0,4.0,4,5,2026-07-16T18:33:45+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 13:00,3.0,4.0,4,5,2026-07-16T20:13:04+00:00,3.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-16 13:00,3.0,4.0,3,4,2026-07-16T20:13:04+00:00,3.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 10:00,2.0,3.0,2,3,2026-07-16T20:13:04+00:00,2.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 13:00,2.0,2.0,2,2,2026-07-16T20:13:04+00:00,2.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 13:00,2.0,2.0,3,2,2026-07-16T20:13:04+00:00,2.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 13:00,3.0,3.0,3,3,2026-07-16T20:13:04+00:00,3.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 13:00,2.0,3.0,3,3,2026-07-16T20:13:04+00:00,2.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 13:00,2.0,4.0,3,4,2026-07-16T20:13:04+00:00,2.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 13:00,2.0,2.0,3,3,2026-07-16T20:13:04+00:00,1.0,2026-07-16T20:13:04+00:00,1.0,1.0,Minor difference
Drayton Valley,Drayton Valley,2026-07-16 13:00,3.0,3.0,2,3,2026-07-16T20:13:04+00:00,3.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 13:00,3.0,4.0,4,5,2026-07-16T20:13:04+00:00,3.0,2026-07-16T20:13:04+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 13:00,3.0,4.0,4,5,2026-07-16T20:13:04+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 14:00,3.0,4.0,4,5,2026-07-16T21:27:23+00:00,4.0,2026-07-16T21:27:24+00:00,-1.0,1.0,Minor difference
Calgary,Calgary,2026-07-16 14:00,4.0,4.0,3,4,2026-07-16T21:27:23+00:00,4.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 14:00,3.0,3.0,2,3,2026-07-16T21:27:23+00:00,3.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 14:00,2.0,2.0,2,2,2026-07-16T21:27:23+00:00,2.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 14:00,2.0,2.0,3,2,2026-07-16T21:27:23+00:00,2.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 15:00,3.0,3.0,3,3,2026-07-16T21:27:23+00:00,3.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-16 14:00,2.0,3.0,3,3,2026-07-16T21:27:23+00:00,2.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 14:00,3.0,4.0,3,4,2026-07-16T21:27:23+00:00,3.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 15:00,3.0,2.0,3,3,2026-07-16T21:27:23+00:00,3.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 14:00,3.0,3.0,2,3,2026-07-16T21:27:23+00:00,3.0,2026-07-16T21:27:24+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 14:00,3.0,4.0,4,5,2026-07-16T21:27:23+00:00,4.0,2026-07-16T21:27:24+00:00,-1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-16 15:00,4.0,4.0,4,5,2026-07-16T21:27:23+00:00,,,,,OK
Edmonton,Edmonton,2026-07-16 16:00,4.0,,4,4,2026-07-16T23:12:10+00:00,4.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-16 16:00,3.0,,3,4,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-16 16:00,3.0,,2,3,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-16 16:00,2.0,,2,2,2026-07-16T23:12:10+00:00,2.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-16 16:00,3.0,,4,3,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-16 15:00,3.0,,3,3,2026-07-16T23:12:10+00:00,2.0,2026-07-16T23:12:10+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-16 16:00,3.0,,3,3,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-16 16:00,3.0,,3,4,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-16 16:00,3.0,,3,3,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-16 16:00,3.0,,3,3,2026-07-16T23:12:10+00:00,3.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-16 16:00,4.0,,4,4,2026-07-16T23:12:10+00:00,4.0,2026-07-16T23:12:10+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-16 16:00,4.0,,4,5,2026-07-16T23:12:10+00:00,,,,,OK
